# This file contains links between UNL UWs and Hindi Wordnet
# UW	Relation	POS	Words(weight)	SynsetID
#
guru(icl>teacher>person,com>religion)	Hypernymy	n	1(2),2(2)	32790
guru(icl>teacher>person,com>religion)	Direct	n	3(2)	3319
guru(icl>teacher>person,com>religion)	Hypernymy	n	1(2)	37826
guru(icl>teacher>person,com>religion)	Hypernymy	n	1(2),2(2)	38585
gusset(icl>piece_of_cloth>thing)	Direct	n	1(2)	12078
gust(icl>wind>thing)	Direct	n	2(4),1(4)	8230
gut(icl>internal_organ>thing,equ>intestine)	Hypernymy	n	1(2)	20427
gut(icl>internal_organ>thing,equ>intestine)	Direct	n	2(2)	7546
gutter(icl>channel>thing)	Direct	n	1(2)	11251
guyana(iof>south_american_country>thing)	Direct	n	1(2)	19960
guyana_dollar(icl>dollar>thing)	Direct	n	2(2)	20781
gym(icl>athletic_facility>thing,equ>gymnasium)	Direct	n	7(4)	7034
gymnasium(icl>athletic_facility>thing)	Direct	n	1(2)	35937
gymnasium(icl>athletic_facility>thing)	Direct	n	7(4)	7034
gymnastic(icl>adj,com>gymnastics)	Direct	a	1(4)	30297
gymnosperm(icl>spermatophyte>thing)	Direct	n	2(2),1(2)	37588
gypsy(icl>sanskrit>abstract_thing,iof>language,equ>romany)	Direct	n	3(4),2(4)	27930
gyrate(icl>revolve>occur,equ>spin,obj>thing)	Direct	v	1(5)	5067
gyration(icl>turning>thing,equ>rotation)	Direct	n	2(4),5(4)	2565
gyration(icl>turning>thing,equ>rotation)	Hypernymy	n	2(2),1(2)	35954
gyration(icl>turning>thing,equ>rotation)	Hypernymy	n	1(2)	35986
gyration(icl>turning>thing,equ>rotation)	Direct	n	1(4)	38098
h2o(icl>binary_compound>thing,equ>water)	Direct	n	1(4),3(4),2(4)	1930
h2o(icl>binary_compound>thing,equ>water)	Hypernymy	n	1(2)	32594
h2o(icl>binary_compound>thing,equ>water)	Hypernymy	n	1(2)	36177
ha(icl>angular_distance>thing,equ>hour_angle)	Direct	n	1(2)	27801
habiliment(icl>covering>thing,equ>clothing)	Hypernymy	n	2(2),1(2)	16593
habiliment(icl>covering>thing,equ>clothing)	Hypernymy	n	2(2),1(2)	36971
habiliment(icl>covering>thing,equ>clothing)	Hypernymy	n	2(2),1(2)	36972
habiliment(icl>covering>thing,equ>clothing)	Hypernymy	n	3(2),2(2),1(2)	38871
habiliment(icl>covering>thing,equ>clothing)	Hypernymy	n	1(2),2(2),3(2)	39401
habiliment(icl>covering>thing,equ>clothing)	Hypernymy	n	1(2)	492
habilimented(icl>adj,equ>appareled)	Direct	a	4(2)	3351
habilitate(icl>change_state>do,equ>dress,cob>clothes,agt>volitional_thing,obj>person)	Hypernymy	v	1(2)	38329
habit(icl>custom>thing)	Direct	n	1(5),2(4)	3016
habitant(icl>person>person,equ>inhabitant)	Hypernymy	n	1(2),3(2),2(2)	1290
habitant(icl>person>person,equ>inhabitant)	Hypernymy	n	3(2),2(2),1(2)	32849
habitant(icl>person>person,equ>inhabitant)	Hypernymy	n	1(2),2(2)	32963
habitant(icl>person>person,equ>inhabitant)	Hypernymy	n	1(2)	37983
habitant(icl>person>person,equ>inhabitant)	Hypernymy	n	1(2)	38108
habitant(icl>person>person,equ>inhabitant)	Hypernymy	n	2(2),3(2),1(2)	39366
habitant(icl>person>person,equ>inhabitant)	Direct	n	1(6),8(4),5(5)	940
habitat(icl>environment>thing)	Direct	n	3(2)	28101
habitation(icl>habitat>thing)	Direct	n	15(2)	1506
habitation(icl>housing>thing,equ>dwelling)	Direct	n	6(4),3(4)	2761
habitation(icl>housing>thing,equ>dwelling)	Hypernymy	n	1(2)	37929
habitation(icl>housing>thing,equ>dwelling)	Hypernymy	n	1(2),2(2)	39335
habitually(icl>how,com>habitual)	Direct	adv	2(4)	1026
habituate(icl>change>do,agt>thing,obj>thing)	Direct	v	1(2)	5490
habituate(icl>consume>do,equ>use,cob>thing,agt>person,obj>thing)	Direct	v	2(4)	10871
habituation(icl>physiological_state>thing,equ>addiction)	Direct	n	6(2)	2855
hack(icl>car>thing,equ>cab)	Direct	n	1(4)	18387
hack(icl>cough>occur,obj>thing)	Direct	v	1(2)	25639
hack(icl>program>occur,obj>thing)	Direct	v	1(2),1(2)	34800
hackneyed(icl>adj,equ>banal)	Direct	a	2(2),1(2)	24882
hadj(icl>pillar_of_islam>thing,equ>hajj)	Direct	n	1(4),1(4),1(4)	4751
hadji(icl>pilgrim>thing,equ>hajji)	Direct	n	1(2),1(2),1(2)	13105
haemorrhoid(icl>pain>thing,equ>hemorrhoid)	Direct	n	1(4),1(4)	6142
hafnium(icl>metallic_element>thing)	Direct	n	1(2)	27291
haggard(icl>adj,equ>bony)	Direct	a	2(2)	13631
hailstone(icl>ice>thing)	Direct	n	1(2)	23532
hair(icl>body_covering>thing)	Direct	n	2(4)	1090
hair(icl>plant_process>thing)	Direct	n	4(4)	13870
hair_care(icl>care>thing)	Direct	n	2(2),2(2)	33113
hair_coloring(icl>dye>thing,equ>hair_dye)	Direct	n	2(2)	8108
hair_dye(icl>dye>thing)	Direct	n	2(2)	8108
hairdo(icl>hair>thing)	Hypernymy	n	3(2),2(2),1(2)	3502
hairdo(icl>hair>thing)	Direct	n	1(2),4(2)	37786
hairdresser(icl>craftsman>thing)	Direct	n	3(2)	27932
hairdressing(icl>care>thing,equ>hair_care)	Direct	n	2(2)	33113
haired(icl>adj,equ>hairy,ant>hairless)	Direct	a	2(2)	29239
hairless(icl>adj,ant>hairy)	Direct	a	3(4)	4775
hairy(icl>adj,ant>hairless)	Direct	a	2(2)	29239
haiti(iof>country>thing)	Direct	n	3(2)	19831
haiti(iof>island>thing,equ>hispaniola)	Direct	n	1(2),1(2)	19839
haitian(icl>adj,com>haiti)	Direct	a	1(2)	19834
haitian(icl>west_indian>person)	Direct	n	1(2)	19833
hakenkreuz(icl>emblem>thing,equ>swastika)	Direct	n	1(4)	13268
hakim(icl>muslim>thing)	Direct	n	3(2),3(2)	3320
halberd(icl>pike>thing)	Direct	n	3(2)	4392
halcyon(icl>adj,equ>golden)	Direct	a	1(4)	23787
half(icl>adj,ant>whole)	Direct	a	2(2)	8373
half(icl>common_fraction>thing,equ>one-half)	Direct	n	1(4)	15304
half(icl>common_fraction>thing,equ>one-half)	Hypernymy	n	1(2),2(2)	33603
half-baked(icl>adj)	Direct	a	5(2)	13042
half-brother(icl>brother>thing,equ>stepbrother)	Direct	n	1(2),1(2)	1851
half-clothed(icl>adj)	Direct	a	1(2)	31275
half-hearted(icl>adj,equ>halfhearted)	Direct	a	2(2),4(4)	2233
half-sister(icl>sister>thing,equ>half_sister)	Direct	n	1(2),1(2)	682
halftime(icl>pause>thing)	Direct	n	1(2)	431
haliaeetus_leucorhyphus(icl>sea_eagle>thing,equ>fishing_eagle)	Direct	n	1(2)	20125
halite(icl>sodium_chloride>thing)	Direct	n	1(2)	10267
hall(icl>building>thing)	Direct	n	1(2)	7397
hall(iof>chemist>thing)	Direct	n	2(2),2(2)	27410
hall(iof>explorer>thing)	Direct	n	2(2),2(2)	27411
hall(iof>psychologist>thing)	Direct	n	2(2),2(2),2(2)	27409
hall(iof>writer>thing)	Direct	n	2(2),2(2),2(2)	27408
hallow(icl>declare>do,equ>consecrate,agt>thing,obj>thing)	Direct	v	1(2)	5593
hallucination(icl>delusion>thing)	Direct	n	1(2)	33093
hallway(icl>corridor>thing)	Direct	n	1(2)	1505
halo(icl>light>thing,equ>aura)	Direct	n	2(2)	119
halo(icl>toroid>thing,equ>ring)	Direct	n	3(4)	4015
halt(icl>inaction>thing,equ>arrest)	Direct	n	1(4)	38406
halt(icl>stop(icl>cause)>do,agt>thing,obj>thing)	Direct	v	1(4)	10745
halt(icl>stop(icl>cause)>do,agt>thing,obj>thing)	Hypernymy	v	2(2),1(2)	38316
halt(icl>stop>do,ant>move,agt>thing,plc>uw)	Direct	v	3(4),1(4)	11565
halt(icl>stop>do,ant>move,agt>thing,plc>uw)	Direct	v	2(4),1(4)	2531
halt(icl>stop>do,ant>move,agt>thing,plc>uw)	Hypernymy	v	2(4),1(4)	36507
haltingly(icl>how)	Direct	adv	2(4),6(4),7(4)	1850
halyard(icl>rope>thing)	Direct	n	1(2),1(2)	33921
ham(icl>actor>thing)	Direct	n	1(2)	27933
ham(iof>man>thing)	Direct	n	1(2)	27942
hamburg(iof>city>thing)	Direct	n	2(2)	35586
hamlet(icl>community>group)	Direct	n	3(2)	8944
hamlet(icl>settlement>thing,equ>village)	Hypernymy	n	1(2)	19746
hamlet(icl>settlement>thing,equ>village)	Hypernymy	n	1(2)	29776
hamlet(icl>settlement>thing,equ>village)	Hypernymy	n	1(2)	30154
hamlet(icl>settlement>thing,equ>village)	Hypernymy	n	1(2),2(2)	36618
hamlet(icl>settlement>thing,equ>village)	Direct	n	1(2)	4696
hammer(icl>beat>do,agt>thing,obj>concrete_thing,ins>thing)	Direct	v	2(2)	18578
hammer(icl>blow>thing)	Direct	n	1(2)	23696
hammer(icl>hand_tool>thing)	Direct	n	1(2)	23253
hammer(icl>hand_tool>thing)	Hypernymy	n	1(4)	3954
hammock(icl>bed>thing)	Direct	n	1(2)	5599
hamper(icl>basket>thing)	Direct	n	3(2)	11081
hand(icl>extremity>thing)	Direct	n	2(4),1(5)	13314
hand(icl>extremity>thing)	Direct	n	3(4),2(4),1(5)	13322
hand(icl>lead>do,equ>guide,plt>thing,plf>thing,agt>person,obj>person)	Direct	v	3(2)	11878
hand(icl>pointer>thing)	Direct	n	2(2)	4315
hand(icl>transfer>do,equ>pass,agt>person,obj>concrete_thing,rec>person)	Direct	v	4(3)	16296
hand-crafted(icl>adj,ant>machine-made,equ>handmade)	Direct	a	1(2)	30451
hand_grenade(icl>grenade>thing)	Direct	n	3(2),2(2),1(2)	34080
hand_pump(icl>pump>thing)	Direct	n	1(2)	8088
hand_tool(icl>tool>thing)	Hypernymy	n	1(2),2(2)	39297
hand_tool(icl>tool>thing)	Hypernymy	n	1(2),2(2)	39298
hand_tool(icl>tool>thing)	Direct	n	2(2),3(2)	601
handbag(icl>container>thing,equ>bag)	Direct	n	3(4)	1814
handbag(icl>container>thing,equ>bag)	Direct	n	(2)	28333
handcart(icl>wheeled_vehicle>thing)	Direct	n	1(2)	4887
handclap(icl>applause>thing)	Direct	n	1(2)	13000
handclap(icl>applause>thing)	Direct	n	1(2)	498
handcuff(icl>shackle>thing)	Direct	n	1(2)	1666
handful(icl>containerful>thing)	Direct	n	3(2)	7708
handgrip(icl>appendage>thing,equ>handle)	Direct	n	1(2)	19215
handgrip(icl>appendage>thing,equ>handle)	Hypernymy	n	1(2),2(2),3(2)	28340
handgrip(icl>appendage>thing,equ>handle)	Hypernymy	n	1(2),2(2),3(2)	38352
handgrip(icl>appendage>thing,equ>handle)	Direct	n	2(4),3(4)	4285
handicapped(icl>people>thing,equ>disabled)	Direct	n	3(2)	12868
handicraft(icl>trade>thing)	Direct	n	1(3)	8064
handicraft(icl>work>thing)	Direct	n	1(3),1(3)	28321
handkerchief(icl>piece_of_cloth>thing)	Direct	n	2(5),1(4)	7827
handle(icl>appendage>thing)	Direct	n	1(2)	19215
handle(icl>appendage>thing)	Hypernymy	n	1(2),2(2),3(2)	28340
handle(icl>appendage>thing)	Hypernymy	n	1(2),2(2),3(2)	38352
handle(icl>appendage>thing)	Direct	n	2(7),3(6)	4285
handle(icl>cope>do,equ>deal,agt>thing,obj>thing,man>thing)	Direct	v	1(2)	11604
handle(icl>cope>do,equ>deal,agt>thing,obj>thing,man>thing)	Hypernymy	v	1(2),2(2),3(2)	35493
handloom(icl>loom>thing)	Direct	n	1(4)	22119
handmade(icl>adj,ant>machine-made)	Direct	a	(4),2(4)	30451
handout(icl>charity>thing)	Direct	n	3(2)	7417
handshake(icl>acknowledgment>thing)	Direct	n	3(2)	37223
handshaking(icl>acknowledgment>thing,equ>handshake)	Direct	n	3(2)	37223
handsome(icl>adj,equ>big)	Direct	a	2(2)	12900
handsome(icl>adj,equ>fine-looking)	Direct	a	4(4),1(4),2(5)	3026
handwear(icl>clothing>thing)	Direct	n	1(2),1(2)	1788
handwork(icl>work>thing,equ>handicraft)	Direct	n	3(2)	28321
handwriting(icl>writing>thing)	Direct	n	3(2),1(2)	2324
handwritten(icl>adj)	Direct	a	1(4)	10320
hang(icl>endowment>thing,equ>bent)	Direct	n	1(2)	13648
hangar(icl>structure>thing,equ>airdock)	Direct	n	1(4)	1534
hanger(icl>support>thing)	Hypernymy	n	1(2),2(2)	39395
hanger(icl>support>thing)	Direct	n	1(4)	39403
hanging(icl>decoration>thing)	Direct	n	2(2)	28014
hanging(icl>execution>thing)	Direct	n	1(2)	13023
hangout(icl>area>thing,equ>haunt)	Direct	n	2(2)	11786
hangout(icl>area>thing,equ>haunt)	Hypernymy	n	1(2),2(2)	29848
hangout(icl>area>thing,equ>haunt)	Hypernymy	n	1(2)	30181
hangout(icl>area>thing,equ>haunt)	Hypernymy	n	2(2),1(2),3(2)	30185
hangout(icl>area>thing,equ>haunt)	Hypernymy	n	1(2)	30375
hangout(icl>area>thing,equ>haunt)	Hypernymy	n	1(2)	30384
hangout(icl>area>thing,equ>haunt)	Hypernymy	n	1(2)	30385
hangout(icl>area>thing,equ>haunt)	Hypernymy	n	1(2)	30389
hangout(icl>area>thing,equ>haunt)	Hypernymy	n	1(2)	30390
hangout(icl>area>thing,equ>haunt)	Hypernymy	n	2(2),1(2)	30426
hangout(icl>area>thing,equ>haunt)	Hypernymy	n	1(2)	30436
hangout(icl>area>thing,equ>haunt)	Hypernymy	n	1(2)	30437
hangout(icl>area>thing,equ>haunt)	Hypernymy	n	1(2),2(2)	30439
hangout(icl>area>thing,equ>haunt)	Hypernymy	n	1(2)	30680
hangout(icl>area>thing,equ>haunt)	Hypernymy	n	1(2)	30685
hangout(icl>area>thing,equ>haunt)	Hypernymy	n	1(2),3(2),2(2)	35680
hangover(icl>discomfort>thing)	Direct	n	3(2)	12159
hank(icl>coil>thing)	Direct	n	2(2)	14243
hank(icl>coil>thing)	Direct	n	1(5)	9951
hankering(icl>longing>thing)	Direct	n	1(4)	20654
hanky(icl>piece_of_cloth>thing,equ>handkerchief)	Direct	n	2(4),2(4),2(4),1(4),1(4),1(4)	7827
hanoi(iof>national_capital>thing)	Direct	n	1(2)	24375
hanuman(iof>hindu_deity>thing)	Direct	n	2(2)	2026
hap(icl>occur,equ>happen,obj>uw,ben>thing)	Direct	v	2(4)	5023
hapless(icl>adj)	Direct	a	1(4)	4864
happen(icl>be,obj>uw,aoj>thing)	Direct	v	2(4)	5023
happening(icl>event>thing)	Direct	n	1(6)	5024
happily(icl>how,ant>unhappily,com>happy)	Direct	adv	3(2)	2479
happiness(icl>emotional_state>thing,ant>unhappiness)	Direct	n	5(5)	3423
happy(icl>adj,ant>sad,rsn>thing)	Direct	a	2(2)	2950
happy(icl>fortunate>adj)	Direct	a	1(4)	3478
harare(iof>national_capital>thing)	Direct	n	1(2)	24380
harass(icl>annoy>do,agt>thing,obj>thing)	Hypernymy	v	3(2),1(2),2(2)	37623
harass(icl>annoy>do,agt>thing,obj>thing)	Direct	v	12(4),1(6)	4238
harassment(icl>mistreatment>thing)	Direct	n	2(2)	11528
harbour(icl>port>thing,equ>seaport)	Hypernymy	n	2(2),2(2),3(2),3(2),1(2),1(2)	35827
harbour(icl>port>thing,equ>seaport)	Direct	n	2(5),2(5)	7060
harbour(icl>shelter>be,equ>harbor,obj>thing,aoj>thing)	Direct	v	2(2),2(2)	28079
hard(icl>adj,equ>arduous)	Direct	a	2(4)	9132
hard(icl>adj,equ>difficult,ant>easy)	Direct	a	11(5),1(4)	11241
hard(icl>adj,equ>unvoiced,ant>voiced)	Direct	a	1(6)	13940
hard(icl>how,com>hard)	Direct	adv	5(4),1(4),6(4),3(4)	595
hard-line(icl>adj)	Direct	a	1(4),2(4)	22178
hard_times(icl>time>thing)	Direct	n	2(2)	8656
hard_water(icl>water>thing,ant>soft_water)	Direct	n	1(2)	286
harden(icl>toughen>do,equ>season,agt>thing,obj>thing)	Direct	v	1(2)	27563
hardfisted(icl>adj,equ>closefisted)	Direct	a	1(4)	3950
hardline(icl>adj,equ>hard-line)	Direct	a	1(4),2(4)	22178
hardly(icl>how,equ>barely)	Direct	adv	1(4)	1737
hardship(icl>misfortune>thing,equ>adversity)	Direct	n	1(2)	33306
hardware(icl>component>thing,ant>software)	Direct	n	1(4)	36158
hardware(icl>instrumentality>thing)	Direct	n	2(2)	29015
hare(icl>game>thing,equ>rabbit)	Direct	n	1(3)	29539
hare(icl>leporid>thing)	Direct	n	1(4)	28338
hare_krishna(iof>sect>thing)	Direct	n	2(2)	28450
harem(icl>living_quarters>thing)	Direct	n	2(5),2(5),4(4),4(4)	2075
harlot(icl>woman>thing,equ>prostitute)	Direct	n	4(4),1(4)	4651
harlotry(icl>vice_crime>thing,equ>prostitution)	Direct	n	1(4)	15558
harm(icl>be,obj>thing,aoj>uw)	Direct	v	1(2)	36643
harm(icl>change>thing,equ>damage)	Direct	n	5(4),4(4),1(4)	35663
harm(icl>change_of_integrity>thing,equ>damage)	Direct	n	2(4)	4565
harmful(icl>adj,ant>harmless)	Direct	a	3(4)	1133
harmless(icl>adj,ant>harmful)	Direct	a	1(2)	16276
harmonious(icl>adj)	Direct	a	2(2)	1834
harmonium(icl>free-reed_instrument>thing)	Direct	n	(2)	173
harmonize(icl>adjust>do,agt>thing,obj>thing)	Direct	v	3(2),3(2),2(2),2(2)	35703
harness(icl>attach>do,cob>thing,agt>thing,obj>concrete_thing)	Direct	v	1(5)	2715
harp(icl>chordophone>thing)	Direct	n	1(2)	29424
harp(icl>free-reed_instrument>thing,equ>harmonica)	Direct	n	3(2)	10757
harrow(icl>cultivator>thing)	Direct	n	(4)	4465
harry(icl>annoy>do,equ>harass,agt>thing,obj>thing)	Hypernymy	v	3(2),1(2),2(2)	37623
harry(icl>annoy>do,equ>harass,agt>thing,obj>thing)	Direct	v	2(2)	4238
harshness(icl>unpleasantness>thing)	Direct	n	1(2)	23864
harvard(iof>university>thing,equ>harvard_university)	Direct	n	2(2)	34679
harvest(icl>gather>thing)	Direct	n	2(4),2(4),1(4)	1890
harvest(icl>output>thing,equ>crop)	Hypernymy	n	1(2)	10779
harvest(icl>output>thing,equ>crop)	Hypernymy	n	1(2),2(2)	12371
harvest(icl>output>thing,equ>crop)	Hypernymy	n	1(2)	13262
harvest(icl>output>thing,equ>crop)	Hypernymy	n	3(2),1(2),2(2)	14226
harvest(icl>output>thing,equ>crop)	Hypernymy	n	1(2)	15895
harvest(icl>output>thing,equ>crop)	Hypernymy	n	1(2)	16476
harvest(icl>output>thing,equ>crop)	Hypernymy	n	3(2),2(2),1(2)	19716
harvest(icl>output>thing,equ>crop)	Hypernymy	n	1(2)	29087
harvest(icl>output>thing,equ>crop)	Hypernymy	n	1(2)	30728
harvest(icl>output>thing,equ>crop)	Hypernymy	n	1(2)	32547
harvest(icl>output>thing,equ>crop)	Direct	n	3(4),2(4)	3833
harvest(icl>output>thing,equ>crop)	Hypernymy	n	3(2),2(2)	4628
harvest(icl>output>thing,equ>crop)	Hypernymy	n	2(2),3(2)	4740
harvest(icl>output>thing,equ>crop)	Hypernymy	n	1(2)	9910
harvest(icl>output>thing,equ>crop)	Hypernymy	n	1(2)	9979
hash(icl>soft_drug>thing,equ>hashish)	Direct	n	1(2)	27559
hash_out(icl>talk_of>do,agt>living_thing,obj>thing)	Direct	v	3(2)	242
hasheesh(icl>soft_drug>thing,equ>hashish)	Direct	n	1(2),1(2)	27559
hasp(icl>catch>thing)	Direct	n	1(2)	10750
hassle(icl>annoy>do,equ>harass,agt>volitional_thing,obj>volitional_thing,ins>thing)	Hypernymy	v	3(2),1(2),2(2)	37623
hassle(icl>annoy>do,equ>harass,agt>volitional_thing,obj>volitional_thing,ins>thing)	Direct	v	1(4)	4238
hassle(icl>fight>thing)	Direct	n	3(2)	7624
haste(icl>motion>thing)	Direct	n	8(2)	6297
haste(icl>urgency>thing,equ>hurry)	Direct	n	5(2)	4637
hat(icl>headdress>thing)	Direct	n	1(5)	8918
hat_trick(icl>score>thing)	Direct	n	1(2)	35150
hatch(icl>movable_barrier>thing)	Direct	n	1(2)	27654
hatch(icl>reproduce>occur,equ>brood,obj>thing)	Direct	v	1(5)	12206
hatchway(icl>entrance>thing)	Direct	n	1(2)	27652
hate(icl>dislike>be,equ>detest,rsn>uw,obj>uw,aoj>person)	Direct	v	1(5)	32631
hate(icl>emotion>thing,ant>love)	Direct	n	1(5)	142
hatha_yoga(icl>yoga>thing)	Hypernymy	n	1(2),2(2)	32185
hatred(icl>emotion>thing,equ>hate,ant>love)	Direct	n	1(4)	142
haunt(icl>area>thing)	Direct	n	1(3)	11786
haunt(icl>area>thing)	Hypernymy	n	1(2),2(2)	29848
haunt(icl>area>thing)	Hypernymy	n	1(2)	30181
haunt(icl>area>thing)	Hypernymy	n	2(2),1(2),3(2)	30185
haunt(icl>area>thing)	Hypernymy	n	1(2)	30375
haunt(icl>area>thing)	Hypernymy	n	1(2)	30384
haunt(icl>area>thing)	Hypernymy	n	1(2)	30385
haunt(icl>area>thing)	Hypernymy	n	1(2)	30389
haunt(icl>area>thing)	Hypernymy	n	1(2)	30390
haunt(icl>area>thing)	Hypernymy	n	2(2),1(2)	30426
haunt(icl>area>thing)	Hypernymy	n	1(2)	30436
haunt(icl>area>thing)	Hypernymy	n	1(2)	30437
haunt(icl>area>thing)	Hypernymy	n	1(2),2(2)	30439
haunt(icl>area>thing)	Hypernymy	n	1(2)	30680
haunt(icl>area>thing)	Hypernymy	n	1(2)	30685
haunt(icl>area>thing)	Hypernymy	n	1(2),3(2),2(2)	35680
havana(iof>national_capital>thing)	Direct	n	1(2)	23960
have(icl>cause>do,agt>thing,obj>person,gol>uw)	Hypernymy	v	1(2)	39195
have(icl>do,agt>thing,obj>thing)	Direct	v	1(2)	6436
have(icl>interact>do,agt>thing,obj>thing)	Direct	v	1(2)	27718
have(icl>person>thing,equ>rich_person)	Hypernymy	n	1(2)	35431
have(icl>person>thing,equ>rich_person)	Direct	n	21(2)	7629
have-not(icl>unfortunate>thing,equ>poor_person)	Direct	n	2(2)	8926
have_on(icl>do,equ>wear,agt>thing,obj>thing)	Direct	v	1(4)	3939
haven(icl>port>thing,equ>seaport)	Hypernymy	n	2(2),3(2),1(2)	35827
haven(icl>port>thing,equ>seaport)	Direct	n	2(5)	7060
hawaii(iof>american_state>thing)	Direct	n	2(2),2(2)	39555
hawaii(iof>island>thing)	Direct	n	1(4)	27497
hawking(icl>selling>thing,equ>vending)	Direct	n	1(2)	9556
hazard(icl>phenomenon>thing,equ>luck)	Direct	n	3(2)	1653
hazardous(icl>adj)	Direct	a	2(4)	4607
hazardousness(icl>danger>thing)	Direct	n	2(2)	38798
haze(icl>aerosol>thing)	Direct	n	2(4)	18155
hazy(icl>adj,equ>bleary)	Direct	a	1(2)	7489
he(icl>chemical_element>thing,equ>helium)	Direct	n	2(2)	5839
head(icl>external_body_part>thing)	Direct	n	9(4),2(4),1(5)	4758
head(icl>leader>thing)	Hypernymy	n	1(4)	10993
head(icl>leader>thing)	Hypernymy	n	1(2),2(2),3(2)	1277
head(icl>toilet>thing)	Direct	n	1(2)	36186
headache(icl>ache>thing)	Direct	n	3(3),1(4)	28767
headboard(icl>panel>thing)	Direct	n	2(2)	11748
headgear(icl>clothing>thing,equ>headdress)	Hypernymy	n	1(2)	33221
headgear(icl>clothing>thing,equ>headdress)	Hypernymy	n	1(2)	33785
headgear(icl>clothing>thing,equ>headdress)	Hypernymy	n	1(2),3(2)	38024
headgear(icl>clothing>thing,equ>headdress)	Hypernymy	n	1(2),3(2)	6612
headmaster(icl>principal>thing)	Direct	n	2(2)	1792
headmistress(icl>principal>thing)	Direct	n	1(2)	1791
headphone(icl>electro-acoustic_transducer>thing,equ>earphone)	Direct	n	1(4)	35218
headquarters(icl>office>thing)	Hypernymy	n	1(2),2(2),3(2)	36236
headquarters(icl>office>thing)	Direct	n	2(2)	4499
health(icl>condition>thing)	Direct	n	1(4)	8407
healthcare(icl>care>thing)	Direct	n	1(2),1(2)	35116
healthful(icl>adj,ant>unhealthful)	Direct	a	1(4)	28617
healthiness(icl>physiological_state>thing,equ>good_health,ant>ill_health)	Direct	n	2(4),7(4)	16635
healthy(icl>adj,ant>unhealthy)	Direct	a	13(4),2(4),14(4),12(4)	1831
heap(icl>car>thing,equ>bus)	Direct	n	1(2)	18518
heap(icl>collection>thing,equ>pile)	Hypernymy	n	2(2),1(2),3(2)	16695
heap(icl>large_indefinite_quantity>thing,equ>batch)	Direct	n	1(5)	2206
heap_up(icl>gather>occur,equ>pile_up,cob>thing,obj>thing)	Direct	v	1(2)	5432
hear(icl>do,equ>listen,src>thing,agt>person,obj>uw,cao>thing)	Direct	v	1(5)	11479
hear(icl>do,equ>listen,src>thing,agt>person,obj>uw,cao>thing)	Direct	v	1(5)	12220
hear(icl>examine>do,equ>try,com>justice,agt>group,obj>information)	Direct	v	1(5)	11481
hear(icl>perceive>be,src>thing,obj>thing,aoj>living_thing)	Direct	v	3(2)	36442
hear(icl>perceive>be,src>thing,obj>thing,aoj>living_thing)	Direct	v	2(4),1(5)	8334
heard(icl>adj)	Direct	a	3(2)	1848
hearer(icl>perceiver>thing)	Direct	n	1(2)	10129
hearing(icl>modality>thing)	Direct	n	1(2)	11351
hearing(icl>sensing>thing,equ>listening)	Direct	n	1(2)	11352
hearing(icl>sensing>thing,equ>listening)	Hypernymy	n	1(4)	35390
hearing(icl>sensing>thing,equ>listening)	Hypernymy	n	1(2)	38354
hearing(icl>session>event)	Direct	n	2(4)	3855
hearsay(icl>gossip>thing,equ>rumor)	Direct	n	2(4),3(4),6(5)	2951
hearsay(icl>gossip>thing,equ>rumor)	Direct	n	3(4)	8847
heart(icl>area>thing,equ>center)	Hypernymy	n	3(2),1(2),2(2)	38947
heart(icl>area>thing,equ>center)	Direct	n	3(2)	5799
heart(icl>feeling>thing,equ>affection)	Direct	n	3(4),4(4),1(4)	121
heart(icl>feeling>thing,equ>affection)	Direct	n	3(4),5(4),18(4)	2514
heart(icl>feeling>thing,equ>affection)	Hypernymy	n	1(2)	2554
heart(icl>internal_organ>thing)	Direct	n	4(4),1(5)	2886
heart(icl>playing_card>thing)	Direct	n	1(2)	20412
heart_attack(icl>attack>thing)	Direct	n	2(2),3(2)	35230
heart_disease(icl>cardiovascular_disease>thing)	Direct	n	3(2),1(2)	32647
heart_disease(icl>cardiovascular_disease>thing)	Hypernymy	n	1(2)	36003
heart_pea(icl>soapberry_vine>thing,equ>balloon_vine)	Direct	n	3(2)	22616
